상품명,상품URL,브랜드,거래량,최근거래가,모델번호,발매일,발매일로부터현재까지일,발매가,색상,색상개수,최고거래가,최고거래성사일,최저거래가,최저거래성사일,관심,스타일
리복 x 사우스2 웨스트8 직 키네티카 2.5 엣지 코어 블랙 콜드 그레이,https://kream.co.kr/products/95714,Reebok,14,420000,HP2991,2022/12/30,508,230700,Core Black/Core Black/Cold Grey 7,3,420000,2024/04/05,150000,2024/03/09,284,2
아식스 젤 1130 문락 옵시디언 그레이,https://kream.co.kr/products/95556,Asics,127,139000,1201A255-251,2023/01/09,498,109000,Moonrock/Obsidian Grey,2,189000,2024/03/23,90000,2024/02/19,926,7
나이키 카이리 로우 5 EP 화이트 블랙,https://kream.co.kr/products/95545,Nike,156,160000,DJ6014-102,-,,129000,White/Black/White/Wolf Grey,4,195000,2023/09/16,70000,2023/05/24,423,2
나이키 KD 15 EP 블랙 로얄 틴트,https://kream.co.kr/products/95369,Nike,37,188000,DM1054-004,2022/09/27,602,179000,Black/Royal Tint/Light Crimson,3,249000,2023/09/18,69000,2024/05/03,98,0
뉴발란스 574 클래식 리이매진드 베이지,https://kream.co.kr/products/95350,New Balance,53,109000,U574WO2,2023/01/20,487,109000,Beige,1,129000,2024/01/13,85000,2023/11/20,549,3
뉴발란스 730 메이드 인 UK 푸시윌로우 그레이,https://kream.co.kr/products/95259,New Balance,13,169000,M730GBN,2023/01/05,502,219000,Pussywillow Gray/Stone Blue/India Ink,3,359000,2023/04/11,150000,2023/06/17,97,3
푸마 MB.02 라멜로 볼 레이크 그린,https://kream.co.kr/products/95236,Puma,94,192000,378284-01,2023/01/13,494,199000,Lake Green/Puma Team Gold,2,239000,2024/04/11,120000,2023/01/27,283,7
아디다스 x 션 우더스푼 오르케트로 화이트 이지 옐로우,https://kream.co.kr/products/95028,Adidas,118,489000,HQ7241,2023/01/19,488,199000,White/White/Easy Yellow,3,499000,2023/02/26,230000,2023/01/28,1325,25
뉴발란스 550 화이트 그레이 - D 스탠다드,https://kream.co.kr/products/95012,New Balance,177,81000,BB550NCL,-,,,White/Grey,2,159000,2023/09/17,60000,2023/12/05,561,6
나이키 에어포스 1 '07 카키 화이트,https://kream.co.kr/products/94912,Nike,126,120000,DV0804-200,2023/01/04,503,149300,Khaki/White/White,3,210000,2023/05/17,79000,2023/09/27,725,7
메종 미하라 야스히로 피터슨 OG 솔 DR 캔버스 로우탑 스니커즈 화이트,https://kream.co.kr/products/94855,Mihara Yasuhiro,27,450000,A10FW717-WHITE,2023/01/14,493,316200,White,1,700000,2023/11/03,350000,2024/01/23,191,3
(GS) 조던 1 로우 팔로미노 와일드 베리,https://kream.co.kr/products/94850,Jordan,83,100000,553560-215,2023/01/12,495,119000,Palomino/White/Wild Berry,3,189000,2023/03/30,69000,2024/02/06,403,6
(W) 로에베 캔버스 아나그램 플랩 스니커즈 블랙,https://kream.co.kr/products/94841,Loewe,73,528000,L815282X20-1100,-,,630000,Black,1,599000,2024/04/11,300000,2023/07/21,513,4
(W) 나이키 이니시에이터 체리 메탈릭 실버,https://kream.co.kr/products/94667,Nike,115,130000,394053-101,-,,81400,White/Cherry/Metallic Silver,3,159000,2023/05/30,40000,2023/10/30,664,10
아디다스 아디제로 프라임 X 스트렁 펄스 민트 코어 블랙,https://kream.co.kr/products/94628,Adidas,15,319000,HQ3781,-,,329000,Pulse Mint/Core Black/Lucid Fuchsia,3,350000,2023/04/27,250000,2023/03/24,83,1
아디다스 x 팔리 슈퍼스타 오프 화이트 원더 화이트,https://kream.co.kr/products/94603,Adidas,52,67000,GX6970,2022/08/02,658,139000,Off White/Wonder White/Off White,3,109000,2023/05/09,30000,2023/12/03,628,8
아디다스 아디제로 아디오스 프로 3 펄스 민트 코어 블랙,https://kream.co.kr/products/94430,Adidas,63,229000,GW4249,-,,279000,Pulse Mint/Core Black/Lucid Blue,3,340000,2024/01/14,139000,2023/03/16,166,4
뉴발란스 x 에메 레온 도르 레이니어 탄,https://kream.co.kr/products/94352,New Balance,16,147000,URAINXA1,2023/01/13,494,239000,Tan,1,340000,2023/01/11,100000,2024/03/12,126,5
(W) 조던 1 미드 레몬 워시 라피스,https://kream.co.kr/products/94100,Jordan,157,133000,BQ6472-701,2023/01/07,500,159000,Lemon Wash/White/Lapis,3,209000,2023/06/11,80000,2024/02/01,1414,19
(GS) 조던 1 레트로 하이 OG 트루 블루,https://kream.co.kr/products/94003,Jordan,82,133000,FD1437-410,2023/01/14,493,179000,True Blue/White/Cement Grey,3,220000,2023/12/17,108000,2023/06/08,842,6
나이키 ACG 에어 줌 가이아돔 고어텍스 트레일 엔드 브라운,https://kream.co.kr/products/93896,Nike,39,245000,DD2858-200,2022/10/07,592,305300,Trails End Brown/Black,2,350000,2023/04/12,199000,2024/03/30,304,12
나이키 에어맥스 95 SE 블랙 게임 로얄,https://kream.co.kr/products/93887,Nike,44,119000,DQ0268-001,2022/07/14,677,209000,Black/Game Royal/Sail/White,4,150000,2024/05/09,55000,2023/06/22,185,4
(W) 골든구스 슈퍼스타 화이트 글리터 실버탭 스니커즈,https://kream.co.kr/products/93855,Golden Goose,13,689000,GWF00102-F000144-80185,-,,,White/Silver,2,699000,2024/02/15,549000,2023/03/24,120,0
나이키 줌 머큐리얼 베이퍼 15 엘리트 FG 메탈릭 코퍼,https://kream.co.kr/products/93769,Nike,19,249000,DR5934-810,2022/11/15,553,289000,Metallic Copper/Metallic Copper,2,279000,2024/05/05,189000,2023/10/01,142,1
아디다스 프레데터 프리시전.3 TF 클라우드 화이트 팀 쇼크 핑크,https://kream.co.kr/products/93767,Adidas,53,215000,ID6791,2023/01/04,503,129000,Cloud White/Core Black/Team Shock Pink 2,3,215000,2024/04/22,130000,2023/01/14,183,4
(TD) 조던 1 레트로 하이 OG 트루 블루,https://kream.co.kr/products/93502,Jordan,30,89000,FD1413-410,2023/01/14,493,99000,True Blue/White/Cement Grey,3,130000,2023/01/14,49000,2024/04/05,131,8
아디다스 가젤 ADV 클라우드 화이트 쉐도우 올리브,https://kream.co.kr/products/93402,Adidas,35,64000,GW3139,2022/03/04,809,,Cloud White/Cloud White/Shadow Olive,3,129000,2023/02/16,52000,2023/09/18,317,0
뉴발란스 2002R 캐슬락 이클립스,https://kream.co.kr/products/93397,New Balance,11,95000,M2002RHP,2022/12/08,530,149000,Castlerock/Eclipse/Gold Metallic,3,140000,2023/10/22,94000,2024/04/30,139,6
나이키 와플 원 SE 코코넛 밀크 미드나잇 네이비,https://kream.co.kr/products/93233,Nike,48,80000,DQ7685-101,-,,129000,Coconut Milk/Sail/Gum Medium Brown/Midnight Navy,4,169000,2024/04/01,79000,2023/12/15,309,2
아디다스 프레데터 프리시전.1 TF 클라우드 화이트 팀 쇼크 핑크,https://kream.co.kr/products/93215,Adidas,120,300000,ID6789,2023/01/01,506,143700,Cloud White/Core Black/Team Shock Pink 2,3,450000,2024/03/08,192000,2023/01/05,334,5
나이키 SB 줌 블레이저 미드 블랙 화이트,https://kream.co.kr/products/93206,Nike,36,149000,864349-007,2021/02/01,1205,115300,Black/White/Black/Black,4,159000,2023/11/05,65000,2023/09/18,220,3
(W) 오트리 달라스 로우 고트스킨 스니커즈 화이트,https://kream.co.kr/products/92970,Autry,20,149000,ADLW-GG01,-,,183200,White,1,192000,2023/01/19,110000,2023/09/26,126,0
나이키 에어포스 1 미드 '07 LX 유니버시티 레드 앤 페일 아이보리,https://kream.co.kr/products/92918,Nike,81,109000,DV0792-101,2023/01/09,498,169000,Pale Ivory/University Red/Black/Pale Ivory/Stadium Green,5,350000,2023/01/03,65000,2023/04/04,741,19
나이키 와플 트레이너 2 원 블루 팀 오렌지,https://kream.co.kr/products/92885,Nike,63,73000,DH1349-403,2022/06/05,716,122100,Worn Blue/Light Silver/Sail/Team Orange,4,199000,2023/06/13,30000,2024/01/31,321,3
발렌시아가 HD 레이스업 스니커즈 누드,https://kream.co.kr/products/92869,Balenciaga,15,579000,702421W3CES9300,-,,960000,Nude,1,890000,2023/07/25,450000,2023/02/17,150,5
(W) 조던 1 엘리베이트 로우 블랙 짐레드,https://kream.co.kr/products/92607,Jordan,31,110000,DH7004-061,2022/12/21,517,169000,Black/White/Gym Red,3,200000,2024/01/16,99000,2023/05/28,149,0
아식스 x 슈슈통 젤 엠제이 화이트,https://kream.co.kr/products/92583,Asics,10,600000,1203A319-100,2022/12/26,512,242100,White/White,2,600000,2024/04/27,250000,2023/09/01,411,4
아디다스 테렉스 프리 하이커 2 고어텍스 코어 블랙 그레이,https://kream.co.kr/products/92418,Adidas,10,150000,GZ3286,2022/08/16,644,279000,Core Black/Grey Six/Grey Three,3,210000,2024/03/31,140000,2024/04/06,57,4
릭 오웬스 스웨이드 빈티지 스니커즈 블랙 밀크 화이트,https://kream.co.kr/products/92355,Rick Owens,40,1100000,RU01C4897LVSLPO-911,-,,996200,Black/Milk White,2,1600000,2023/07/08,1030000,2023/01/09,361,14
나이키 에어포스 1 '07 브라운 세일,https://kream.co.kr/products/92341,Nike,35,179000,FB3355-200,2022/11/29,539,198200,Brown/Sail/Summit White/Hemp,4,359000,2023/05/10,135000,2023/11/09,534,5
(GS) 조던 1 미드 블랙 파이어 레드,https://kream.co.kr/products/92303,Jordan,86,85000,DQ8423-060,2022/12/28,510,129000,Black/Fire Red/White,3,159000,2023/04/19,50000,2023/10/01,259,3
나이키 에어포스 1 로우 레트로 컬러 오브 더 먼스 라이트 스모크 그레이,https://kream.co.kr/products/92300,Nike,251,104000,DV0785-003,2023/01/05,502,159000,Light Smoke Grey/Summit White,2,219000,2023/04/18,70000,2024/04/04,1437,23
아디다스 센테니얼 85 로우 버건디 크림 화이트,https://kream.co.kr/products/92128,Adidas,74,84000,GX2216,-,,139000,Burgundy/Cloud White/Cream White,3,150000,2023/04/12,68000,2023/08/12,1032,11
(PS) 나이키 덩크 로우 풋볼 그레이 미네랄 틸,https://kream.co.kr/products/92076,Nike,101,108000,FD1228-002,2022/12/22,516,85000,Football Grey/Pearl Pink/Mineral Teal,3,139000,2023/04/09,68000,2023/11/27,288,27
뉴발란스 530 그레이,https://kream.co.kr/products/91748,New Balance,177,210000,MR530GN,-,,109000,Gray,1,299000,2023/07/20,117000,2023/02/14,1308,16
나이키 줌 머큐리얼 슈퍼플라이 9 엘리트 FG 메탈릭 코퍼,https://kream.co.kr/products/91554,Nike,30,217000,DR5932-810,-,,329000,Metallic Copper/Metallic Copper,2,269000,2024/02/27,190000,2023/08/30,147,2
리복 x 다임 워크아웃 플러스 클라우드 화이트,https://kream.co.kr/products/91551,Reebok,110,100000,GW9767,2023/01/06,501,109000,Cloud White/Silver Metallic/Stucco,3,160000,2023/01/05,60000,2023/12/17,729,11
리복 x 다임 워크아웃 플러스 코어 블랙,https://kream.co.kr/products/91550,Reebok,135,150000,GW9768,2023/01/06,501,109000,Core Black/Dark Silver/Cloud White,3,239000,2023/01/06,109000,2023/01/31,1308,6
머렐 윈터 목 3 1TRL 차이,https://kream.co.kr/products/91541,Merrell,45,150000,J004755,-,,142500,Chai,1,239000,2023/12/03,110000,2023/06/27,403,11
머렐 윈터 목 3 1TRL 문빔,https://kream.co.kr/products/91540,Merrell,19,140000,J004751,-,,142500,Moonbeam,1,170000,2023/02/21,110000,2023/05/23,193,2
아디다스 포럼 84 로우 ADV 클라우드 화이트 코어 블랙,https://kream.co.kr/products/91270,Adidas,54,101000,HP9088,2022/12/22,516,129000,Cloud White/Core Black/Footwear White,3,150000,2023/09/16,85000,2024/04/28,423,2
나이키 ACG 에어 줌 가이아돔 고어텍스 하이퍼 로얄,https://kream.co.kr/products/91268,Nike,245,300000,DD2858-400,2022/12/25,513,269000,Hyper Royal/University Blue/Sail/Black,4,400000,2024/01/25,165000,2023/08/16,704,48
뉴발란스 RC30 나이트워치 그린,https://kream.co.kr/products/91231,New Balance,61,100000,URC30RC,2022/12/27,511,149000,Nightwatch Green/Sea Salt,2,279000,2023/11/01,50000,2023/08/25,379,2
(W) 아식스 x 세실리에 반센 젤 카야노 14 플라워 실버 민트,https://kream.co.kr/products/91158,Asics,20,1800000,1202A056-105,2022/12/20,518,575600,Silver/Mint,2,1890000,2023/05/10,880000,2023/06/06,1239,6
(W) 조던 1 로우 SE 세일 아이스,https://kream.co.kr/products/91134,Jordan,340,138000,DV1299-104,2022/12/21,517,139000,Sail/Ice/Dark Powder Blue,3,258000,2023/07/31,80000,2024/02/14,1301,17
나이키 덩크 하이 블랙 앤 유니버시티 레드,https://kream.co.kr/products/91108,Nike,110,83000,DV0826-001,2022/12/21,517,159000,Black/Pale Ivory/University Red,3,180000,2023/01/16,44000,2024/04/11,433,8
오니츠카 타이거 멕시코 66 SD 크림 블랙,https://kream.co.kr/products/91068,Onitsuka Tiger,21,208000,1183B301-100,-,,180000,Cream/Black,2,255000,2023/05/06,190000,2023/09/18,197,1
오니츠카 타이거 멕시코 66 버치 케일,https://kream.co.kr/products/91059,Onitsuka Tiger,12,200000,1183B511-200,-,,140000,Birch/Kale,2,220000,2023/04/05,159000,2023/07/05,262,1
오니츠카 타이거 멕시코 66 슬립온 화이트 디렉투아 블루,https://kream.co.kr/products/91058,Onitsuka Tiger,43,167000,D3K0N-0143,-,,110000,White/Directoire Blue,2,169000,2024/05/15,100000,2023/05/04,488,3
메종 미하라 야스히로 x WOW 블레이키 OG 솔 캔버스 로우탑 스니커즈 네로,https://kream.co.kr/products/90849,Mihara Yasuhiro,43,540000,A08FW735-NERO,2022/12/21,517,306600,Nero,1,649000,2023/02/13,226000,2024/03/23,473,12
뉴발란스 1906D 프로텍션 팩 베이지,https://kream.co.kr/products/90825,New Balance,99,215000,M1906DB,2023/04/25,392,199000,Beige,1,310000,2023/12/26,150000,2023/12/06,902,10
(GS) 조던 1 미드 시멘트 그레이 트루 블루,https://kream.co.kr/products/90655,Jordan,791,130000,DQ8423-014,2022/12/22,516,129000,Cement Grey/White/True Blue,3,219000,2023/04/19,88000,2024/05/06,2793,50
아디다스 캠퍼스 80s 원더 레드 오프 화이트,https://kream.co.kr/products/90614,Adidas,22,69000,GY4583,-,,137900,Wonder Red/Off White/Pantone,3,159000,2023/04/05,60000,2023/11/08,428,1
아디다스 스탠 스미스 리콘 화이트 틴트,https://kream.co.kr/products/90600,Adidas,19,179000,IG2475,2022/12/22,516,219000,White Tint/White Tint/Supplier Colour,3,259000,2022/12/22,145000,2024/01/25,139,1
아디다스 슈퍼스타 82 카본 그레이,https://kream.co.kr/products/90597,Adidas,79,210000,IG2474,2022/12/22,516,199000,Carbon/Grey Four/Grey Five,3,369000,2023/03/10,160000,2023/10/27,1662,10
(W) 나이키 에어맥스 95 사파리,https://kream.co.kr/products/90465,Nike,25,145000,DV5581-001,2023/03/03,445,229000,Light Smoke Grey/Black/Photon Dust/Sail/Anthracite,5,279000,2023/03/01,123000,2024/02/20,152,2
뉴발란스 2002R 프리미엄 레더 팩 토스트,https://kream.co.kr/products/90360,New Balance,67,90000,M2002RPL,2022/12/21,517,209000,Toast/Tawny Birch/Apricot Illusion,3,255000,2023/03/06,70000,2024/03/08,350,8
(W) 나이키 덩크 로우 라이트 본 메탈릭 실버,https://kream.co.kr/products/90351,Nike,90,190000,DZ4712-001,2022/12/21,517,189600,Light Bone/Metallic Silver/Black,3,280000,2023/02/20,61000,2023/11/19,565,14
나이키 줌 머큐리얼 베이퍼 14 프로 TF 클로린 블루,https://kream.co.kr/products/90195,Nike,15,200000,DJ2851-484,-,,,Chlorine Blue/Laser Orange,2,269000,2023/02/23,100000,2023/07/11,83,1
나이키 ACG 에어 줌 가이아돔 고어텍스 서밋 화이트,https://kream.co.kr/products/90180,Nike,68,300000,DD2858-100,2022/11/11,557,312100,Summit White/White,2,500000,2023/11/22,180000,2023/09/11,448,5
조던 36 로우 PF 블랙 메탈릭 골드,https://kream.co.kr/products/89992,Jordan,138,149000,DH0832-071,2022/06/23,698,209000,Black/Metallic Gold/White,3,195000,2023/11/18,99000,2024/04/16,151,1
(W) 나이키 줌 플라이 5 토탈 오렌지,https://kream.co.kr/products/89978,Nike,32,92000,DM8974-800,-,,217100,Total Orange/Black/Bright Crimson/White,4,159000,2023/03/23,90000,2024/05/06,75,1
푸마 x 아미 라이더 FV 스텔라 화이트 페이디드 데님,https://kream.co.kr/products/89939,Puma,29,115000,386668-01,2022/12/07,531,149000,Stellar/Puma White/Faded Denim,3,180000,2022/12/21,75000,2023/12/14,447,4
아디다스 포럼 로우 클라우드 화이트 코어 블랙,https://kream.co.kr/products/89882,Adidas,24,159000,GV7613,-,,129000,Cloud White/Cloud White/Core Black,3,159000,2024/05/11,57000,2024/03/12,332,0
나이키 덩크 로우 레트로 프리미엄 화이트 앤 블랙,https://kream.co.kr/products/89878,Nike,343,70000,DV0827-100,2023/01/09,498,139000,White/Black/White/University Red/Stadium Grey/Light Silver,6,250000,2023/01/10,52000,2024/03/19,1414,37
뉴발란스 327 골든 아워 씨 솔트,https://kream.co.kr/products/89834,New Balance,46,98000,MS327CI,-,,119000,Golden Hour/Sea Salt,2,139000,2023/08/18,50000,2024/03/28,186,4
조던 루카 1 PF 화이트 다이나믹 터콰이즈,https://kream.co.kr/products/89734,Jordan,262,215000,DQ6510-164,-,,129000,White/Dynamic Turquoise/Laser Orange/Fire Pink,4,285000,2024/03/26,82000,2023/01/13,293,9
메종 미하라 야스히로 베이커 OG 솔 오버다이드 캔버스 로우탑 스니커즈 화이트 블루,https://kream.co.kr/products/89095,Mihara Yasuhiro,40,390000,A09FW735-BLUE,2022/12/10,528,287400,Blue,1,450000,2023/05/13,300000,2024/02/01,285,12
아식스 x 아페쎄 젤 소노마 15-50 블루,https://kream.co.kr/products/89091,Asics,151,150000,1203A226-400,2022/12/16,522,289000,Blue,1,360000,2022/12/20,123000,2024/01/27,976,20
나이키 블레이저 로우 '77 점보 세일 프로 그린,https://kream.co.kr/products/88990,Nike,87,79000,DR9865-101,-,,109000,Sail/Gum Medium Brown/Pro Green,3,199000,2022/12/23,55000,2024/03/10,439,6
푸마 MB.02 라멜로 볼 플루로 그린 라임 스퀴즈,https://kream.co.kr/products/88984,Puma,77,280000,377584-01,-,,,Fluro Green/Lime Squeeze,2,394000,2023/10/03,169000,2023/11/10,200,16
(W) 메종 마르지엘라 타비 로우 캔버스 스니커즈 블랙,https://kream.co.kr/products/88973,Maison Margiela,167,452000,S38WS0185P4291H0958,-,,743000,Black,1,509000,2023/09/27,290000,2024/01/19,679,9
나이키 르브론 20 NRG EP 사우스 비스트 멀티 컬러,https://kream.co.kr/products/88671,Nike,120,224000,DQ3827-900,2022/12/03,535,249000,Multi Color/Multi Color,2,459000,2024/01/25,135000,2023/01/07,251,4
리복 x 엔지니어드 가먼츠 LX2200 코어 블랙,https://kream.co.kr/products/88661,Reebok,12,179000,FZ5846,2022/12/09,529,190000,Core Black/Core Black/Cold Grey 7,3,190000,2023/01/03,89000,2023/09/18,159,1
나이키 PG 6 EP 왓더,https://kream.co.kr/products/88450,Nike,109,250000,DR8960-700,2022/12/03,535,139000,Opti Yellow/Total Orange/Hyper Royal/Metallic Silver,4,269000,2024/03/24,135000,2022/12/21,246,5
아디다스 x 퍼렐 윌리엄스 휴먼레이스 삼바 나이트 그레이 코어 블랙,https://kream.co.kr/products/88239,Adidas,95,149000,HP3384,2022/12/02,536,149000,Night Grey/Core Black/Light Brown,3,379000,2024/01/06,90000,2023/07/22,500,15
루이비통 LV 트레이너 스니커즈 다미에 에벤,https://kream.co.kr/products/88231,Louis Vuitton,51,1700000,-,-,,1810000,Damier Ebene,1,2499000,2023/04/25,1700000,2024/02/29,351,16
루이비통 LV 트레이너 스니커즈 블랙,https://kream.co.kr/products/88157,Louis Vuitton,19,1790000,-,-,,1900000,Black,1,2100000,2023/03/12,1600000,2023/01/21,271,1
베이프 스네이크 베이프 스타 로우 M1 베이지,https://kream.co.kr/products/88126,BAPE,16,530000,1I80-191-009,-,,510300,Beige,1,598000,2023/09/25,350000,2023/08/05,240,4
조던 루카 1 PF 블랙 유니버시티 레드,https://kream.co.kr/products/88076,Jordan,69,145000,DQ6510-060,2022/11/30,538,129000,Black/University Red/Dark Grey,3,189000,2023/03/26,98000,2023/07/16,214,1
