상품명,거래량,최근거래가,발매일,발매일로부터현재까지일,발매가,색상개수,최고거래가,최고거래성사일,최저거래가,최저거래성사일,관심,스타일,가격변동성,수익률,콜라보,브랜드_Adidas,브랜드_Asics,브랜드_Converse,브랜드_Jordan,브랜드_Mihara Yasuhiro,브랜드_New Balance,브랜드_Nike,브랜드_Puma,브랜드_Salomon,브랜드_Vans
나이키 줌 보메로 5 화이트 플래티넘 틴트,3.059168833,3.441755682,2024-02-01,11.3305057,3.977411166,4,2.873785965,2024-02-25,3.75766673,2024-05-11,10.02258283,1.046711732,414.9679113,15.10953935,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 페가수스 40 플래티넘 틴트 화이트,3.310675444,3.438236147,2023-12-12,13.24235208,3.963730634,3,2.870138633,2024-04-23,3.74582156,2024-04-16,9.62737366,1.046711732,398.1577477,14.61717615,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 폼포짓 원 블랙 앤트러사이트,4.080709066,3.467664092,2023-12-12,13.24235208,3.996345133,3,2.881246242,2024-05-03,3.779518128,2024-05-13,16.56859934,3.466295496,519.6105035,25.78109366,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 GT 컷 2 EP 하이퍼 핑크,4.099095256,3.452352485,2023-08-17,16.44619712,3.9829695,2,2.875820932,2023-09-12,3.720836711,2023-09-17,13.41618386,2.352563982,993.518799,17.29658469,0,0,0,0,0,0,0,1,0,0,0
나이키 코비 8 프로트로 헤일로,4.467352777,3.469261365,2023-08-23,16.30670978,3.985507349,3,2.884403317,2023-12-18,3.778257398,2023-12-06,15.21258059,3.145470479,760.5611968,51.15600771,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 덩크 로우 세일 카카오 와우,4.794890855,3.429202407,2023-08-27,16.21257454,3.959586,3,2.871259233,2023-08-27,3.725690277,2024-03-01,20.41209736,3.384348365,741.6225085,21.17934296,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 '07 LX 화이트 스모크 그레이,4.418049763,3.437967113,2023-05-12,18.46552384,3.9675446,4,2.873729561,2024-01-30,3.734731378,2023-10-26,18.76169921,2.829028516,750.4752751,22.82651785,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어포스 1 '07 LX 블랙 앤 서밋 화이트,4.851718584,3.439287488,2022-12-12,21.00405299,3.9675446,4,2.872533342,2023-03-20,3.720836711,2023-12-17,21.17595903,3.629893949,855.2955086,18.99643909,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어포스 1 '07 에센셜 페이즐리 스우시 화이트 맬러카이트,5.112867399,3.429564243,2021-12-22,25.46570733,3.955054933,2,2.877114593,2024-02-29,3.699893806,2023-09-05,20.13927883,4.14225968,1189.745279,45.67512913,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 '07 블랙 화이트,4.461433598,3.438236147,2020-12-01,29.0998211,3.955054933,2,2.875820932,2022-10-26,3.728666846,2024-03-28,16.97942776,3.197418445,918.2842365,40.41685868,0,0,0,0,0,0,0,1,0,0,0
나이키 x 제이크루 킬샷 2 나이트 마룬,3.533172204,3.420427107,2019-01-02,34.12027323,3.951514441,2,2.875104626,2021-08-26,3.724915363,2024-02-04,11.7920433,1.656452944,925.1586015,40.64180354,1,0,0,0,0,0,0,1,0,0,0
(W) 나이키 코르테즈 퍼,3.991245333,3.433597295,2023-10-07,15.18877069,3.950066949,1,2.864641334,2024-03-05,3.720836711,2024-05-01,15.48627717,0.672240797,485.7282789,9.259896733,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 리액트X 인피니티 런 4 화이트 포톤 더스트,3.822195065,3.432639007,2023-08-04,16.74167365,3.97435153,3,2.867892471,2023-10-10,3.724915363,2024-01-22,11.14530928,0.672240797,588.2380427,-8.177289149,0,0,0,0,0,0,0,1,0,0,0
나이키 x 빌리 아일리시 에어 알파 포스 88 블랙 앤 화이트,3.754163566,3.417401966,2023-08-08,16.6517123,3.9675446,2,2.874280324,2024-03-12,3.720836711,2024-05-18,13.47563837,2.406973104,930.3283706,24.64639092,1,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 로우 레트로 QS 웨스트 인디스 유니버시티 골드,3.998985642,3.421840118,2023-08-25,16.2597584,3.971072721,3,2.868719645,2023-09-02,3.711462713,2023-10-28,13.63800031,2.590885735,790.9526778,3.761448755,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 '07 프레쉬 블랙,4.818551498,3.439287488,2022-11-13,21.43353196,3.9675446,4,2.87320785,2022-11-10,3.74117618,2023-11-30,20.06814694,3.345745668,637.3530887,21.13689991,0,0,0,0,0,0,0,1,0,0,0
나이키 x 앰부쉬 에어 어저스트 포스 SP 서밋 화이트 앤 블랙,4.449292501,3.452352485,2022-08-19,22.62496311,3.992335303,2,2.878074115,2022-08-15,3.738940121,2023-11-14,19.41950254,4.056833308,913.1424726,17.22748524,1,0,0,0,0,0,0,1,0,0,0
나이키 x 사카이 x 언더커버 LD와플 미드나잇 스프루스 유니버시티 레드,5.159374689,3.464075796,2021-10-29,26.03114995,3.9829695,2,2.886910608,2021-10-23,3.767955784,2024-04-15,19.20496582,4.705755197,1042.549279,69.77348283,1,0,0,0,0,0,0,1,0,0,0
나이키 루나 롬 앨러배스터 앤 그린 어비스,4.244644206,3.454184417,2023-12-16,13.10840836,3.97435153,2,2.875300685,2024-03-20,3.74278095,2024-02-09,15.40458349,3.358871992,727.3544565,22.61151441,0,0,0,0,0,0,0,1,0,0,0
나이키 자 1 NRG EP 라임 블라스트 오일 그린,3.705204474,3.443803379,2023-10-28,14.61595128,3.959586,4,2.875349111,2024-05-05,3.747734478,2024-02-27,11.40080695,1.656452944,661.6799208,34.82503611,0,0,0,0,0,0,0,1,0,0,0
나이키 ACG 워터캣+ 블랙 서밋 화이트,3.541969128,3.432639007,2023-07-19,17.09348981,3.963730634,4,2.867892471,2023-08-04,3.728666846,2024-01-17,9.418463831,2.159737683,536.4777866,7.794727531,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 화이트 클리어 제이드,4.285321466,3.420905032,2023-07-01,17.47495509,3.963690907,2,2.873672853,2024-04-02,3.703649273,2024-01-07,15.8872718,3.180553088,1055.698818,25.68032179,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 휴마라 위트 그래스,4.259222527,3.437144454,2023-05-25,18.21690025,3.977411166,3,2.87320785,2023-12-16,3.74171773,2023-12-21,16.34764345,2.630285078,629.8173759,13.22320653,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 로우 레트로 QS 유니버시티 골드,4.124616711,3.419449558,2023-05-19,18.33237765,3.97435153,3,2.86965745,2023-05-29,3.723325976,2024-02-16,15.94498812,2.768885608,694.5758963,3.909449804,0,0,0,0,0,0,0,1,0,0,0
나이키 줌 보메로 5 미스틱 네이비 앤 원 블루,4.241327599,3.436009565,2023-05-12,18.46552384,3.977411166,3,2.87417248,2023-05-13,3.74117618,2024-04-24,14.8825214,3.163244724,689.0471597,16.37261385,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어포스 1 프리미엄 MF 펄 핑크,4.38042372,3.439544326,2023-06-22,17.6604162,3.9675446,2,2.870448512,2023-09-17,3.730779516,2023-11-30,19.7245992,2.667595508,636.6162561,12.55109814,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 코르테즈 23 오어우드 브라운 앤 어스,4.382142912,3.421840118,2023-02-03,20.17635103,3.963730634,2,2.87188126,2023-03-12,3.720836711,2024-04-27,16.37304947,2.935492554,826.5543161,19.92157237,0,0,0,0,0,0,0,1,0,0,0
(GS) 나이키 에어맥스 플러스 트리플 블랙,3.891011685,3.454622209,2020-02-01,31.4661435,3.97952091,3,2.876227261,2023-05-21,3.746307941,2024-02-28,14.22819865,2.229786259,729.8868989,21.55377703,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어맥스 97 OG 실버불렛 2022,4.945571997,3.438236147,2022-11-11,21.46259313,3.985507349,4,2.875820932,2022-12-03,3.726452522,2023-10-06,19.70842914,3.779603488,940.7038483,15.15807905,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 알파플라이 넥스트% 플라이니트 로데이셔스,4.478466374,3.470748889,2021-07-09,27.13777925,4.00493739,4,2.885696601,2023-04-04,3.777827138,2022-04-10,16.72881193,3.027508338,851.7584724,37.67502212,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 레트로 하이퍼 코발트,5.098947046,3.451384226,2021-02-11,28.48471495,3.950066949,2,2.8775101,2021-02-14,3.740627803,2023-12-12,18.00120723,4.689752415,867.1994568,51.95052978,0,0,0,0,0,0,0,1,0,0,0
나이키 P-6000 쿨 그레이,3.519657632,3.417401966,2019-10-22,32.19076591,3.949006974,3,2.86690105,2024-04-29,3.698578765,2020-11-25,8.790867966,1.898699836,850.0960959,16.3457203,0,0,0,0,0,0,0,1,0,0,0
나이키 x 스투시 에어 줌 스피리돈 쿠키니 블랙,4.696218703,3.456028071,2020-07-24,30.15367955,3.9829695,2,2.882461284,2020-07-27,3.74726429,2021-08-29,16.98681282,3.766171095,1032.394349,43.70952539,1,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 로우 화이트 레드 미드솔,4.527045866,3.432961898,2020-06-27,30.36424436,3.955054933,2,2.882461284,2023-02-04,3.73658419,2020-11-23,16.68830051,4.00439715,1124.10435,73.27466681,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 97 블랙 화이트 앤트러사이트,4.969989431,3.444238323,2019-06-11,33.09251446,3.984936518,2,2.876659899,2021-12-21,3.740627803,2023-12-19,18.35858379,3.73838746,824.9126016,18.53822779,0,0,0,0,0,0,0,1,0,0,0
나이키 북 1 EP 라이트 오어우드 브라운,4.118958501,3.447865368,2024-02-17,10.61026376,3.971072721,4,2.876574889,2024-02-23,3.762177165,2024-04-17,13.01683172,2.549160899,510.6728298,29.78266877,0,0,0,0,0,0,0,1,0,0,0
나이키 SB 덩크 로우 프리미엄 코코넛 밀크,4.129085861,3.436582598,2024-02-08,11.0245743,3.963730634,3,2.872596444,2024-02-12,3.744328209,2024-04-04,16.98927189,2.935492554,558.0940315,22.16411461,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 쿠키니 유니버시티 골드 쿨 그레이,3.081869493,3.43902829,2023-07-13,17.22226443,3.971072721,2,2.864641334,2024-05-19,3.692961257,2024-02-14,10.60002443,1.898699836,818.1548943,-34.13565905,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 다크 팀 레드,3.266359632,3.417401966,2023-12-28,12.69243459,3.9675446,2,2.872277185,2024-01-19,3.728666846,2024-05-19,12.76163433,2.082384297,754.0286138,18.1915643,0,0,0,0,0,0,0,1,0,0,0
나이키 x 1017 알릭스 9SM 에어포스 1 로우 SP 블랙,4.207394379,3.461829927,2023-12-15,13.14210514,3.97435153,3,2.878254848,2024-01-30,3.76906894,2024-01-12,16.39691273,3.163244724,501.1327146,33.35199058,1,0,0,0,0,0,0,1,0,0,0
나이키 x 타이트부스 SB 덩크 로우 프로 블랙 앤 화이트,4.434257584,3.459698933,2023-11-11,14.21210328,3.9675446,3,2.881271824,2024-02-13,3.768237144,2023-11-25,18.2889934,3.759342514,710.6937593,53.13799667,1,0,0,0,0,0,0,1,0,0,0
나이키 에어 베이퍼맥스 2023 플라이니트 블랙,3.603103852,3.448424482,2023-04-06,19.12528227,3.992335303,2,2.875349111,2023-06-10,3.761847879,2023-10-19,11.38599596,2.082384297,439.7748656,7.356959792,0,0,0,0,0,0,0,1,0,0,0
나이키 줌 보메로 5 옐로우 오커,4.311120413,3.463484716,2023-04-19,18.89165938,3.9829695,3,2.878571588,2024-04-25,3.755009723,2024-01-27,15.35871494,3.358871992,741.2300671,27.12617038,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어맥스 블리스 넥스트 네이쳐 울프 그레이,4.074388205,3.421840118,2022-09-17,22.23584304,3.9675446,2,2.873785965,2023-02-20,3.711462713,2024-02-27,16.48974844,2.549160899,996.6237232,23.01140789,0,0,0,0,0,0,0,1,0,0,0
나이키 x 오프화이트 에어포스 1 미드 SP 화이트,4.924653371,3.437695516,2022-06-23,23.35677346,3.985507349,2,2.880413084,2022-06-17,3.720836711,2024-04-05,18.39895352,4.320911139,1162.876924,32.17121543,1,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 97 OG 애틀랜틱 블루 앤 볼티지 옐로우,4.805295792,3.443803379,2022-05-07,23.93069225,3.985507349,4,2.876227261,2022-05-05,3.74117618,2023-12-24,16.81004974,4.077373581,796.4029131,16.5570341,0,0,0,0,0,0,0,1,0,0,0
나이키 x 사카이 블레이저 로우 블랙 페이턴트 레더,5.096153255,3.421840118,2022-03-31,24.36569546,3.959586,2,2.875820932,2022-03-22,3.684989655,2023-10-10,20.31645276,4.583886356,1233.798126,36.58296497,1,0,0,0,0,0,0,1,0,0,0
나이키 ACG 마운틴 플라이 로우 고어텍스 SE 다크 스모크 그레이,4.944418058,3.462568521,2022-03-09,24.61785579,3.985507349,3,2.882439081,2024-03-09,3.768237144,2023-02-25,19.75609054,4.448173268,783.7099414,41.12011068,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 SP 베니어,5.017555389,3.436582598,2020-11-10,29.27480765,3.963730634,3,2.882461284,2021-03-18,3.746307941,2024-05-17,16.3391427,4.641634513,1041.418911,63.59577809,0,0,0,0,0,0,0,1,0,0,0
나이키 킬샷 2 레더 하이퍼 블루,4.188762891,3.436297503,2019-01-01,34.12651752,3.951514441,2,2.875349111,2022-02-04,3.728666846,2023-12-15,15.19971345,2.293748371,897.3644238,41.58922031,0,0,0,0,0,0,0,1,0,0,0
나이키 줌 보메로 5 화이트 레이서 블루 블랙,3.65363005,3.477397153,2019-04-18,33.44595603,3.984936518,2,2.884420694,2023-03-22,3.734731378,2020-07-17,12.60261604,3.275795115,1208.68084,51.86064447,0,0,0,0,0,0,0,1,0,0,0
나이키 코비 8 프로트로 아쿠아,3.663761772,3.465941762,2024-02-08,11.0245743,3.985507349,3,2.881271824,2024-02-09,3.78210584,2024-03-04,11.73873123,2.504832088,473.4513933,35.81722575,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 베이퍼맥스 2023 플라이니트 앤트러사이트 블랙,2.616620864,3.436582598,2023-12-12,13.24235208,3.992335303,4,2.872406022,2024-04-29,3.750009655,2024-05-08,7.717006971,0.672240797,459.3743623,-14.30820903,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 코르테즈 세일 앤 스타디움 그린,3.876876578,3.430275213,2023-11-22,13.88081059,3.959586,2,2.871540025,2024-04-04,3.740072443,2024-03-22,15.66007871,1.046711732,563.3346983,22.04498338,0,0,0,0,0,0,0,1,0,0,0
나이키 줌 보메로 5 위트 그래스 앤 카카오 와우,4.387815925,3.446113327,2023-02-10,20.06247303,3.977411166,3,2.8775101,2024-01-26,3.750886156,2024-02-07,16.4883768,3.443935299,738.2895125,27.89688287,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 스콜피온 플라이니트 블랙 앤트러사이트,4.418567418,3.451219215,2022-10-27,21.67836076,4.001714965,2,2.879860245,2022-12-29,3.767955784,2023-08-01,14.88053633,3.048673513,624.6924813,15.50989365,0,0,0,0,0,0,0,1,0,0,0
나이키 x 오프화이트 에어포스 1 미드 SP 레더 파인 그린,4.48195051,3.452033808,2023-04-28,18.72691981,3.987905708,2,2.881498678,2023-04-27,3.73836282,2023-09-18,17.76126372,4.026814802,1070.974094,34.57763219,1,0,0,0,0,0,0,1,0,0,0
나이키 x 트래비스 스캇 에어 트레이너 1 아키오 브라운 앤 러스트 핑크,4.751853341,3.439287488,2022-05-27,23.68951795,3.977411166,4,2.882005522,2022-05-25,3.724915363,2024-05-14,18.53413146,4.244601414,1189.745279,46.97107873,1,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 레트로 챔피언쉽 레드,5.102385516,3.441755682,2021-07-30,26.93653721,3.950066949,2,2.8775101,2022-10-08,3.716375725,2024-03-02,19.44550932,4.611184963,1093.94263,51.95052978,0,0,0,0,0,0,0,1,0,0,0
나이키 P-6000 실버 레드,2.712252133,3.451548179,2019-08-02,32.74541787,3.974698325,2,2.87417248,2023-09-05,3.711462713,2021-08-13,10.30022713,1.656452944,1011.092215,18.57338967,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 로우 QS 블랙 화이트,3.986530389,3.444021721,2019-09-29,32.35005295,3.9675446,2,2.881523515,2022-04-29,3.755009723,2020-09-19,15.32845637,3.145470479,903.9602159,54.43327498,0,0,0,0,0,0,0,1,0,0,0
나이키 티엠포 레전드 10 프로 TF 블랙 하이퍼 로얄 크롬,2.997696413,3.433281306,2023-07-06,17.37043674,3.9675446,3,2.865822143,2024-05-14,3.733452142,2024-05-05,8.375099675,0,361.1803214,-9.43384205,0,0,0,0,0,0,0,1,0,0,0
나이키 x 슈프림 SB 덩크 로우 QS 라멜지 블랙,4.578998235,3.475257776,2023-08-31,16.11749774,3.976785513,3,2.886721897,2023-09-08,3.785401043,2023-11-29,16.91617205,4.20387393,808.3668323,76.20582017,1,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 레트로 화이트 하이퍼 로얄,3.471571279,3.418949539,2023-08-15,16.49224639,3.959586,2,2.865594653,2023-10-26,3.701176306,2024-05-07,12.98186499,2.082384297,771.3014056,4.005265987,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 휴마라 오일 그린 앤 말라카이트,3.57961315,3.433909931,2023-08-22,16.33009918,3.977411166,4,2.872533342,2023-11-19,3.740072443,2024-04-17,12.84200428,1.304341822,616.8560587,11.02173975,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 화이트 그린,4.74851854,3.432639007,2023-04-28,18.72691981,3.963730634,3,2.877471278,2023-05-11,3.728666846,2023-10-19,20.36697482,4.085392296,989.5326802,39.48365154,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어 베이퍼맥스 2023 플라이니트 화이트,3.872750159,3.442684672,2023-04-19,18.89165938,3.992335303,3,2.876271394,2023-05-11,3.750450212,2023-11-28,12.930424,1.898699836,674.6453999,10.75374126,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 1 '86 오리지널 빅 버블,4.380997681,3.425737915,2023-03-26,19.31913916,3.97435153,3,2.875104626,2023-07-04,3.728666846,2023-07-21,14.70412079,3.779603488,886.345695,21.94650285,0,0,0,0,0,0,0,1,0,0,0
나이키 메트콘 8 포톤 더스트 라이트 본,3.481589219,3.430275213,2022-12-22,20.85229435,3.973392165,4,2.877471278,2023-08-28,3.74278095,2024-05-17,8.25781524,0,839.9435512,31.15869813,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 플라이니트 레이서 앤트러사이트 블랙,4.289745967,3.417401966,2022-09-07,22.37138752,3.977411166,4,2.86690105,2023-06-05,3.692961257,2023-11-12,14.37663947,1.898699836,903.1080166,-29.64963172,0,0,0,0,0,0,0,1,0,0,0
나이키 x 빌리 아일리시 에어포스 1 로우 '07 SP 세쿼이아,4.521667303,3.424491394,2022-12-14,20.97385643,3.977411166,3,2.876003585,2023-05-03,3.713487372,2024-03-12,19.70772495,3.548596575,1062.071406,22.51995974,1,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 알파플라이 넥스트% 2 민트 폼,3.968766936,3.480339205,2022-07-07,23.18084345,4.00645625,4,2.884403317,2023-10-21,3.780132229,2022-10-27,12.22368552,2.590885735,731.0569535,29.89065422,0,0,0,0,0,0,0,1,0,0,0
나이키 ACG 마운틴 플라이 로우 고어텍스 SE 헤이즐 러쉬,4.675192628,3.443803379,2022-03-09,24.61785579,3.985507349,2,2.87927087,2022-03-09,3.740627803,2023-12-04,15.5681412,4.247617633,951.5625139,27.6038052,0,0,0,0,0,0,0,1,0,0,0
나이키 x 언디핏 에어포스 1 로우 SP 5 온 잇,5.050639138,3.439287488,2021-08-20,26.73252195,3.9675446,2,2.879554867,2021-08-16,3.728666846,2024-05-13,19.66884526,4.625099698,1073.948527,44.92032882,1,0,0,0,0,0,0,1,0,0,0
나이키 x 사카이 베이퍼와플 다크 아이리스,5.258226658,3.471105163,2021-04-29,27.79881773,3.985507349,3,2.886657871,2021-04-27,3.784873038,2023-08-17,18.43082976,0.672240797,812.0316101,64.91383,1,0,0,0,0,0,0,1,0,0,0
나이키 ACG 마운틴 플라이 고어텍스 카키,4.561499255,3.433597295,2020-11-12,29.25822484,3.99438812,2,2.882461284,2021-07-09,3.750886156,2024-05-17,17.23230719,3.926374957,996.6237232,32.72579317,0,0,0,0,0,0,0,1,0,0,0
나이키 로말레오 4 화이트,4.496387048,3.460048484,2020-04-01,31.02508702,3.996687837,3,2.879890218,2023-10-07,3.77804291,2023-12-01,14.26985017,2.857238046,451.0450391,20.14782219,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 95 에센셜 트리플 블랙 2020,5.015248289,3.444021721,2020-01-01,31.68961868,3.988184788,3,2.875820932,2024-03-11,3.735357567,2023-04-08,18.35950499,3.799213188,845.7387899,12.85560837,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 GT 컷 3 ASW EP 화이트 메탈릭 실버,3.737495218,3.454622209,2024-02-13,10.79750808,3.990177853,4,2.878254848,2024-02-17,3.768237144,2024-04-15,10.30022713,2.293748371,515.5552642,19.75354008,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 줌 보메로 5 라이트 오어우드 브라운,3.456135503,3.441755682,2024-02-01,11.3305057,3.977411166,3,2.87188126,2024-05-11,3.746307941,2024-04-24,11.57381731,2.159737683,487.8695524,8.862787234,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 줌 보메로 5 핑크 옥스포드 앤 플럼 이클립스,3.764935299,3.446113327,2023-11-06,14.35851929,3.985507349,3,2.87821898,2023-11-18,3.74582156,2023-12-21,14.23284774,2.082384297,841.5976415,23.63209393,0,0,0,0,0,0,0,1,0,0,0
나이키 줌 보메로 5 라이트 본 앤 팬텀,3.980158846,3.43902829,2023-11-09,14.27097087,3.977411166,2,2.876271394,2024-01-17,3.752999607,2024-03-06,14.15544733,2.352563982,637.3530887,23.4492099,0,0,0,0,0,0,0,1,0,0,0
나이키 x 빌리 아일리시 에어 알파 포스 88 파이어 레드 앤 화이트,3.595406384,3.41465009,2023-08-08,16.6517123,3.9675446,2,2.874063503,2023-08-07,3.720836711,2024-05-17,12.43651804,2.768885608,921.2891457,23.9269748,1,0,0,0,0,0,0,1,0,0,0
나이키 자 1 EP 엠버 글로우,4.065368862,3.435128174,2023-07-03,17.43327738,3.955054933,4,2.869900566,2023-07-03,3.733452142,2024-05-19,10.94885431,2.549160899,571.7621019,20.49603645,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 로우 컬러 오브 더 먼스 화이트 레드,3.686551885,3.416869514,2023-07-01,17.47495509,3.9675446,2,2.867307409,2023-07-22,3.720836711,2024-05-18,13.39902895,1.996108559,614.1321113,2.015790676,0,0,0,0,0,0,0,1,0,0,0
나이키 리액트 팬텀 GX 프로 TF 베얼리 볼트 베얼리 그레이프,4.124616711,3.444666404,2023-04-07,19.10748792,3.968809934,3,2.872533342,2024-02-29,3.74117618,2023-06-11,11.32107729,1.996108559,600.9472609,18.00106099,0,0,0,0,0,0,0,1,0,0,0
